user_location_city,travel_duration,days_in_advance,orig_destination_distance,srch_adults_cnt,srch_children_cnt,srch_rm_cnt,clusters_2D
12437,3.0,31.0,595.5764,2.0,1.0,1.0,1
12454,3.142857142857143,65.35714285714286,2228.507814285714,2.357142857142857,0.07142857142857142,1.0714285714285714,2
12467,2.0,5.0,191.6048,2.0,0.0,1.0,1
12481,3.0,127.0,10150.116,2.0,0.0,1.0,0
12482,4.0,96.33333333333333,1747.8035333333335,2.3333333333333335,0.3333333333333333,1.0,2
12485,2.736842105263158,99.84210526315789,1901.0460210526317,2.1052631578947367,0.5263157894736842,1.2105263157894737,2
12500,4.0,80.0,1958.6168499999999,2.0,0.5,1.0,2
12507,2.6666666666666665,33.0,1952.1538333333335,2.5,0.3333333333333333,1.1666666666666667,1
12548,3.0,6.0,0.4082,2.0,0.0,1.0,1
12564,2.0,42.0,3910.7499,2.0,0.0,1.0,0
12565,2.857142857142857,52.285714285714285,1648.7966035714287,1.8571428571428572,0.35714285714285715,1.0357142857142858,1
12569,5.5,62.5,2592.6309499999998,2.0,0.5,1.5,2
12571,21.0,237.0,3491.3744,2.0,0.0,1.0,0
12577,4.0,21.5,440.73945,2.0,0.0,1.0,1
12612,3.0,26.5,1875.712,2.0,0.5,1.0,1
12625,2.8333333333333335,53.333333333333336,1655.4397166666668,2.5,0.6666666666666666,1.3333333333333333,1
12633,1.7142857142857142,13.285714285714286,1049.9534857142858,2.0,0.0,1.0,1
12642,3.0,44.0,522.0934,2.0,0.5,1.0,1
12647,2.6956521739130435,40.65217391304348,1190.2667391304346,1.7391304347826086,0.21739130434782608,1.0,1
12662,3.0,6.0,1051.1181,2.0,0.0,1.0,1
12718,3.0,44.0,720.0325,7.0,0.0,3.0,2
12724,3.3333333333333335,62.666666666666664,2218.6010666666666,1.6666666666666667,0.3333333333333333,1.0,2
12730,3.0,35.5,1720.0096399999998,1.8,0.6,1.0,1
12743,4.0,82.0,1913.0179,1.0,0.0,1.0,2
12748,3.75,86.5,367.06275,2.25,0.0,1.0,2
12751,2.8181818181818183,64.54545454545455,1350.0084727272726,2.272727272727273,0.2727272727272727,1.1818181818181819,2
12761,3.3333333333333335,31.666666666666668,1812.5242333333335,2.6666666666666665,0.6666666666666666,1.0,1
12766,7.0,175.0,987.5013,2.0,0.0,1.0,2
12793,2.5,116.0,1962.8246000000001,2.0,0.0,1.0,2
12821,4.0,114.0,540.4746,2.0,0.0,1.0,2
12825,2.8823529411764706,51.8235294117647,1350.0739911764706,2.0,0.47058823529411764,1.0294117647058822,1
12841,3.5,52.11764705882353,1428.0499205882352,2.264705882352941,0.08823529411764706,1.0588235294117647,1
12847,1.0,28.5,176.99245,2.0,1.0,1.0,1
12848,14.5,125.5,3165.30755,1.5,0.0,1.0,2
12883,1.0,113.5,1167.1784,3.0,0.0,1.0,2
12917,2.4,67.6,4758.19962,1.8,0.0,1.0,0
12922,1.2857142857142858,7.142857142857143,1224.284642857143,2.0,0.42857142857142855,1.1428571428571428,1
12937,2.5,65.0,636.4901500000001,2.0,0.5,1.0,1
12957,3.5,57.25,1627.9622749999999,2.25,0.75,1.0,2
12965,3.0,82.5,698.1447499999999,2.0,0.0,1.5,2
12975,2.5,51.125,1534.3452375000002,2.875,0.5,1.25,1
12994,2.0,2.0,3937.0927,1.0,0.0,1.0,1
13013,8.0,51.333333333333336,4424.1272,1.6666666666666667,0.0,1.0,0
13021,3.3333333333333335,62.0,3404.7963999999997,2.0,0.5,1.0,2
13028,1.0,3.0,70.2146,1.0,0.0,1.0,1
13030,3.5,48.5,1530.7777666666668,1.6666666666666667,0.5,1.0,1
13043,4.769230769230769,63.92307692307692,2080.0264846153846,2.6153846153846154,0.3076923076923077,1.2307692307692308,2
13049,7.0,73.0,1761.0758,2.0,0.0,1.0,2
13081,2.0,110.0,638.9492,2.0,0.0,1.0,2
13111,2.8181818181818183,76.0,2244.8143545454545,1.9090909090909092,0.36363636363636365,1.0,2
13120,5.0,136.5,2472.36615,3.0,0.0,1.0,2
13131,5.285714285714286,92.42857142857143,4317.5157714285715,2.857142857142857,1.0,1.2857142857142858,0
13134,4.354838709677419,59.54838709677419,1840.2584451612904,1.903225806451613,0.3870967741935484,1.032258064516129,2
13140,3.176470588235294,61.411764705882355,1476.3521999999998,2.2941176470588234,0.29411764705882354,1.1764705882352942,2
13146,7.0,142.0,2547.0312,2.0,1.0,1.0,2
13163,1.0,102.0,797.2368,2.0,0.0,1.0,2
13191,3.6666666666666665,123.0,691.3761333333333,2.6666666666666665,0.6666666666666666,1.0,2
13201,1.0,12.0,70.0028,2.0,0.0,1.0,1
13206,3.5,5.0,396.33985,2.0,0.0,1.0,1
13213,3.6666666666666665,88.66666666666667,4414.36525,2.3333333333333335,0.6666666666666666,1.1666666666666667,0
13218,4.457142857142857,64.54285714285714,2134.9628942857144,1.7714285714285714,0.2857142857142857,1.0857142857142856,2
13233,2.0,20.0,525.6768,1.0,0.0,1.0,1
13248,2.1818181818181817,35.45454545454545,1082.065,2.0,0.0,1.0,1
13254,2.736842105263158,34.21052631578947,1176.3809368421053,2.210526315789474,0.631578947368421,1.368421052631579,1
13255,3.0,110.0,1063.2016,2.0,0.3333333333333333,1.0,2
13277,3.7804878048780486,47.90243902439025,3176.6582463414634,1.951219512195122,0.3902439024390244,1.0731707317073171,2
13279,2.0,26.0,4220.21735,2.0,1.0,1.0,0
13286,1.0,1.0,124.4075,5.0,0.0,1.0,1
13288,3.8,49.4,1364.05946,1.8,0.8,1.2,1
13296,2.0,92.0,499.7139,2.0,2.0,1.0,2
13308,1.0,1.0,19.6553,1.0,0.0,1.0,1
13320,6.0,43.5,3395.0208,1.5,0.0,1.0,2
13321,2.5,71.5,5881.5088,2.0,0.5,1.0,0
13336,2.0,35.0,1711.4766,1.5,0.0,1.0,1
13349,5.666666666666667,56.333333333333336,1968.7817000000002,1.6666666666666667,0.0,1.0,2
13371,2.5,35.25,1822.284375,3.0,0.5,1.25,1
13378,3.0,7.0,1780.9338,1.0,0.0,1.0,1
13379,3.0,75.0,2854.1064,1.5,0.5,1.0,2
13381,20.0,39.0,5281.5832,2.0,0.0,1.0,0
13382,1.5,47.5,159.2971,3.3333333333333335,0.0,1.3333333333333333,1
13406,4.0,62.0,882.7865666666667,1.6666666666666667,2.3333333333333335,1.0,1
13417,2.6666666666666665,45.666666666666664,975.2682000000001,1.3333333333333333,1.6666666666666667,1.0,1
13439,8.5,48.666666666666664,4037.40835,2.5,0.6666666666666666,1.1666666666666667,0
13442,3.25,65.75,980.5461416666667,1.6666666666666667,0.16666666666666666,1.0,1
13468,2.0,47.0,1014.7963,2.0,0.0,1.0,1
13471,3.6,65.4,1318.41046,1.8,0.0,1.8,2
13475,2.0,24.0,715.5995,1.7142857142857142,0.0,1.0,1
13477,3.75,87.25,1913.6170000000002,2.5,0.75,1.5,2
13516,11.0,104.33333333333333,1963.2633666666668,2.3333333333333335,0.6666666666666666,1.0,2
13529,3.25,12.625,877.7509875,2.25,0.375,1.125,1
13543,4.166666666666667,36.833333333333336,1334.6254666666666,2.5,2.3333333333333335,1.6666666666666667,1
13548,3.3333333333333335,47.78787878787879,2173.268124242424,2.121212121212121,0.5454545454545454,1.0909090909090908,1
13565,3.142857142857143,40.095238095238095,3669.9154190476193,2.3333333333333335,0.2857142857142857,1.1428571428571428,2
13571,5.0,111.0,338.747,3.0,1.0,1.0,2
13576,3.5,51.0,1764.0727,1.75,0.0,1.0,1
13586,2.8214285714285716,76.39285714285714,1485.092225,2.0357142857142856,0.42857142857142855,1.0714285714285714,2
13605,3.0,75.0,1086.1064,2.0,0.0,2.0,2
13609,5.833333333333333,80.16666666666667,5440.410316666667,1.3333333333333333,0.16666666666666666,1.0,0
13614,5.0,182.5,3674.0139,1.75,0.5,1.0,0
13632,2.75,39.0,3329.8749125,1.5,0.25,1.0,2
13647,2.5294117647058822,46.411764705882355,1340.444694117647,1.7647058823529411,0.35294117647058826,1.4705882352941178,1
13653,5.0,52.0,1351.5248,2.0,0.0,1.0,1
13658,6.0,115.0,2993.9398,2.0,2.0,1.0,2
13660,3.0,138.0,3871.2,2.0,2.0,1.0,0
13670,10.0,22.0,1407.3123,2.0,0.0,1.0,1
13698,3.125,31.125,2837.404575,1.875,0.125,1.0625,1
13709,3.4444444444444446,83.92592592592592,2643.7022814814814,2.3333333333333335,0.37037037037037035,1.2962962962962963,2
13711,4.0,30.0,1152.6734999999999,2.0,0.0,1.0,1
13743,3.0,15.666666666666666,753.4670333333333,2.3333333333333335,0.3333333333333333,1.0,1
13751,1.0,49.333333333333336,1529.9449000000002,2.3333333333333335,0.0,1.0,1
13752,1.5,185.5,121.63225,2.0,2.0,1.5,2
13756,6.0,147.2,4405.46416,2.4,0.4,1.0,0
13778,4.0,47.0,710.4453,2.5,0.5,1.5,1
13784,2.0,114.0,1157.6935,4.0,0.0,1.0,2
13793,2.75,99.5,2936.6964,2.0,0.5,1.0,2
13799,3.0,80.0,1151.536,5.0,0.0,2.5,2
13849,1.0,2.0,30.4983,1.0,0.0,1.0,1
13873,2.2142857142857144,63.92857142857143,1734.4997428571428,1.9285714285714286,0.35714285714285715,1.0714285714285714,2
13874,1.6666666666666667,6.333333333333333,739.6306,2.6666666666666665,0.0,1.3333333333333333,1
13880,2.25,13.25,327.659825,2.0,0.0,1.0,1
13886,7.0,143.0,1717.9174,2.0,0.0,1.0,2
13888,14.0,37.0,1275.8691,2.0,0.0,1.0,1
13892,3.8181818181818183,49.45454545454545,1847.1541727272727,2.0,0.6363636363636364,1.0909090909090908,1
13894,2.625,48.625,2016.560075,2.0,0.25,1.125,1
13914,4.285714285714286,87.85714285714286,2116.6304999999998,1.8571428571428572,0.5714285714285714,1.0,2
13944,1.0,1.0,5526.9991,1.0,0.0,1.0,0
13951,2.9526627218934913,47.142011834319526,1977.7322142011835,2.1538461538461537,0.4911242603550296,1.136094674556213,1
13965,3.0,119.0,640.5185,2.0,0.0,1.0,2
13974,5.090909090909091,89.36363636363636,4805.652363636364,1.7272727272727273,0.6363636363636364,1.0,0
13982,3.2,21.2,728.98614,2.0,0.3,1.0,1
13984,5.666666666666667,128.66666666666666,4510.1527,2.0,0.0,1.0,0
14012,3.0,79.5,1586.30365,2.5,0.0,1.0,2
14025,7.0,112.0,1663.5217,2.0,0.0,1.0,2
14052,2.769230769230769,40.46153846153846,1825.4132753846154,2.1846153846153844,0.3076923076923077,1.1846153846153846,1
14058,2.6666666666666665,30.133333333333333,2092.65396,1.6666666666666667,0.3333333333333333,1.0,1
14066,2.0,21.0,1082.8695,2.0,0.0,1.0,1
14077,4.5,183.0,2173.14195,2.0,1.0,1.0,2
14090,1.0,53.0,266.8179,4.0,0.0,1.0,1
14092,2.875,61.375,1574.4281624999999,2.0,0.375,1.125,2
14097,4.0,61.0,706.5996,2.0,0.0,1.0,1
14100,4.666666666666667,76.66666666666667,1193.7004833333333,2.0,0.0,1.0,2
14117,5.5,74.25,3802.548875,1.75,0.0,1.0,0
14156,14.0,6.0,746.6724,2.0,0.0,2.0,1
14158,1.0,4.0,725.4852,2.0,0.0,2.0,1
14162,1.0,45.0,905.7383666666666,2.0,0.0,1.0,1
14192,1.0,32.0,440.5137,2.5,1.5,1.0,1
14193,6.0,59.0,6028.6489,1.0,0.0,1.0,0
14195,2.6,67.2,3202.23816,1.6,0.0,1.0,2
14226,1.0,1.0,107.5468,2.0,0.0,1.0,1
14227,2.0,92.0,416.4272,2.0,0.0,1.0,2
14232,2.0,10.0,479.8559,2.0,0.0,1.0,1
14241,3.4347826086956523,45.52173913043478,1937.1410739130436,2.0434782608695654,0.4782608695652174,1.0434782608695652,1
14276,2.0,86.0,247.5309,2.0,0.0,1.0,2
14289,3.857142857142857,42.714285714285715,722.3881285714285,2.0,0.2857142857142857,1.0,1
14291,2.5,26.75,1526.1378083333332,1.8333333333333333,0.3333333333333333,1.0,1
14313,3.0,47.0,1039.2727666666667,2.0,0.3333333333333333,1.0,1
14315,5.5,34.0,452.85575,2.0,0.0,1.0,1
14318,9.5,63.5,6403.488200000001,3.0,1.0,1.5,0
14344,2.0,96.5,703.00085,1.0,0.0,1.0,2
14346,3.0,28.0,1741.0162,2.0,0.0,1.0,1
14361,1.5,175.5,5595.42,1.5,0.0,1.5,0
14363,4.0,8.0,4793.7704,2.0,1.0,1.0,0
14381,3.6,42.2,832.6215400000001,2.4,0.0,1.4,1
14385,2.0,3.0,30.0988,1.0,0.0,1.0,1
14396,4.0,50.0,890.2189999999999,3.0,1.0,1.0,1
14405,4.111111111111111,36.111111111111114,4233.752755555555,2.6666666666666665,0.2777777777777778,1.3888888888888888,0
14412,3.3333333333333335,34.0,889.1157333333334,2.0,0.0,1.0,1
14427,1.7777777777777777,34.611111111111114,1513.7468722222222,2.111111111111111,0.7777777777777778,1.0555555555555556,1
14441,2.5,7.5,1961.3182,2.0,0.0,1.0,1
14443,2.2857142857142856,43.285714285714285,1018.5173428571427,2.2857142857142856,0.2857142857142857,1.1428571428571428,1
14458,6.333333333333333,28.666666666666668,3214.3088666666667,1.6666666666666667,0.0,1.0,1
14502,2.5,15.5,352.24315,1.5,0.0,1.5,1
14510,6.0,25.5,886.2647499999998,2.0,0.5,1.0,1
14520,6.0,147.0,4999.848,2.0,0.0,1.0,0
14542,3.55,67.9,2877.604275,2.2,0.55,1.3,2
14543,4.0,145.0,1013.5032666666666,1.6666666666666667,0.0,1.0,2
14554,2.75,66.0,2018.948925,1.75,0.5,1.0,2
14576,3.227272727272727,43.0,1612.8623772727274,2.090909090909091,0.3181818181818182,1.0454545454545454,1
14609,11.5,26.5,5500.57955,2.0,0.0,1.0,0
14624,2.5,72.75,737.339575,1.75,0.0,1.0,1
14627,2.0,24.0,3533.888,1.0,0.0,1.0,1
14647,2.0,14.0,536.4342999999999,2.0,0.0,1.0,1
14656,3.42,51.93,1613.58504,2.41,0.45,1.12,1
14664,1.0,1.0,406.8978,2.0,1.0,1.0,1
14691,1.0,4.0,31.0796,2.0,1.0,1.0,1
14694,13.0,22.0,6709.5324,2.0,0.0,1.0,0
14700,2.0,63.5,973.9445000000001,5.0,0.5,1.5,2
14703,3.3333333333333335,51.31967213114754,2515.7862098360656,2.0628415300546448,0.3360655737704918,1.092896174863388,2
14721,7.7272727272727275,49.0,1744.0113909090908,1.7272727272727273,0.0,1.0909090909090908,1
14725,1.0,11.0,401.8748,1.0,1.0,1.0,1
14746,4.216216216216216,81.45945945945945,5254.768572972973,2.027027027027027,0.24324324324324326,1.0810810810810811,0
14752,3.299145299145299,43.64102564102564,2408.043429059829,2.1196581196581197,0.3076923076923077,1.1025641025641026,1
14753,2.0,17.0,470.6037,3.0,0.0,1.0,1
14757,3.6,57.2,1131.5169199999998,2.0,0.6,1.0,1
14764,3.125,59.125,1343.1523,2.25,0.125,1.25,1
14769,2.3333333333333335,2.6666666666666665,621.8900666666667,1.3333333333333333,0.0,1.6666666666666667,1
14777,2.0,63.5,3252.3241500000004,2.0,0.0,1.0,2
14785,3.4153846153846152,65.03076923076924,1903.913596923077,1.8307692307692307,0.5076923076923077,1.0615384615384615,2
14819,1.0,22.0,514.96885,2.0,0.0,1.0,1
14829,3.0,39.42857142857143,1265.748185714286,2.142857142857143,0.2857142857142857,1.0,1
14840,2.5,20.5,680.3937,2.0,0.0,1.0,1
14856,4.0,30.0,961.1853,2.0,1.0,1.0,1
14866,2.6666666666666665,31.666666666666668,119.98110000000001,1.3333333333333333,0.3333333333333333,1.0,1
14867,2.4285714285714284,133.85714285714286,2955.7815428571425,1.7142857142857142,0.0,1.0,2
14869,3.0,21.0,1236.0687,2.0,0.0,1.0,1
14882,2.272727272727273,48.13636363636363,1289.0610363636363,2.1818181818181817,0.7727272727272727,1.5,1
14927,3.0,1.0,8320.2718,1.0,0.0,1.0,0
14930,3.3846153846153846,89.23076923076923,1900.9845384615387,2.230769230769231,0.8461538461538461,1.1538461538461537,2
14943,3.0,127.0,1015.035,2.0,0.0,1.0,2
14969,4.0,37.0,8067.7008,1.0,0.0,1.0,0
14973,3.0,5.0,201.7859,4.0,0.0,2.0,1
14977,3.0,55.42857142857143,2141.005442857143,1.8571428571428572,0.2857142857142857,1.0,2
14987,3.227272727272727,83.18181818181819,2898.399640909091,2.1363636363636362,0.6363636363636364,1.1363636363636365,2
15006,5.5,53.666666666666664,2008.0429000000001,1.8333333333333333,1.0,1.1666666666666667,2
15015,4.136482939632546,86.4514435695538,5295.460969553806,2.047244094488189,0.3779527559055118,1.10498687664042,0
15040,1.0,48.0,4111.6574,2.0,0.0,1.0,0
15077,6.666666666666667,106.66666666666667,5299.364066666667,2.0,0.3333333333333333,1.3333333333333333,0
15081,3.4444444444444446,40.22222222222222,1595.5317444444445,2.0555555555555554,0.2222222222222222,1.0555555555555556,1
15102,2.0,5.0,287.0929,3.0,0.0,1.0,1
15116,1.0,16.5,307.3422,2.0,0.0,1.5,1
15118,3.0,81.88888888888889,1989.914911111111,2.2222222222222223,0.8888888888888888,1.2222222222222223,2
15158,3.0,16.0,5985.5824,2.0,0.0,1.0,0
15179,9.666666666666666,61.666666666666664,2221.2665666666667,2.0,0.6666666666666666,1.0,2
15198,2.0,55.5,1237.46555,1.5,0.0,1.0,1
15201,3.0,37.666666666666664,1207.2521333333334,2.0,0.3333333333333333,1.0,1
15213,7.0,67.0,1809.4545,3.0,0.0,1.0,2
15217,3.3333333333333335,23.666666666666668,3439.906166666667,1.6666666666666667,0.3333333333333333,1.3333333333333333,1
15228,4.0476190476190474,51.80952380952381,1881.178019047619,1.9047619047619047,0.23809523809523808,1.2380952380952381,1
15248,2.0,83.0,1771.9081,2.0,1.0,1.0,2
15257,1.0,9.5,220.53,1.0,0.5,1.0,1
15264,5.0,82.0,4867.186881818182,1.8181818181818181,0.18181818181818182,1.0,0
15278,5.0,6.0,1899.094,1.0,0.0,1.0,1
15291,14.0,103.0,1474.9587000000001,2.0,0.0,1.0,2
15293,4.25,111.75,1524.369375,1.5,0.25,1.0,2
15294,3.8,63.8,977.3924200000001,1.6,0.6,1.0,1
15317,4.0,56.8,2227.01058,2.0,0.2,1.0,2
15330,1.0,14.75,612.130725,2.75,0.5,1.25,1
15334,1.0,185.0,6893.7086,2.0,0.0,1.0,0
15344,3.5454545454545454,84.27272727272727,1360.1173636363635,1.9090909090909092,0.8181818181818182,1.0,2
15353,2.0,37.0,683.6603,1.0,0.0,1.0,1
15357,4.0,69.14285714285714,1493.5711428571428,1.8571428571428572,0.2857142857142857,1.0,2
15359,3.0704225352112675,57.42253521126761,1735.2330676056338,2.1549295774647885,0.5774647887323944,1.0704225352112675,2
15361,2.0,4.0,499.1667,2.0,0.0,1.0,1
15364,2.0,68.33333333333333,4371.306666666666,2.3333333333333335,1.3333333333333333,1.3333333333333333,0
15367,5.5,78.0,3184.3263500000003,2.0,0.0,1.0,2
15372,2.6666666666666665,84.66666666666667,1965.890733333333,2.0,0.3333333333333333,1.3333333333333333,2
15373,2.0,34.0,2026.6367,2.0,2.0,1.0,1
15405,1.0,55.0,3847.8038,4.0,0.0,2.0,2
15422,2.8333333333333335,24.833333333333332,1476.2226,2.3333333333333335,0.0,1.1666666666666667,1
15437,12.0,4.0,6204.9554,2.0,0.0,1.0,0
15439,4.333333333333333,76.66666666666667,4389.957633333333,2.0,0.6666666666666666,1.0,0
15461,3.25,63.25,1641.5954124999998,1.875,0.25,1.125,2
15477,4.0,59.0,1631.9846750000002,1.75,0.0,1.0,2
15487,3.566666666666667,51.03333333333333,1665.0670933333333,1.8,0.36666666666666664,1.0,1
15506,2.0,3.0,126.3191,4.0,0.0,2.0,1
15516,3.8,98.86666666666666,2147.99838,2.066666666666667,0.2,1.0,2
15528,3.6666666666666665,85.60606060606061,1903.0665757575757,2.090909090909091,0.7575757575757576,1.0909090909090908,2
15530,4.0,72.0,1224.5964,3.0,0.0,1.0,2
15538,5.75,68.875,2620.1330625,2.25,0.5,1.125,2
15540,3.0,43.0,1305.221,2.0,0.0,1.0,1
15542,3.8,62.52857142857143,1619.6832371428573,2.1714285714285713,0.5142857142857142,1.1714285714285715,2
15560,4.0,72.0,1146.17175,2.3333333333333335,0.5,1.1666666666666667,2
15566,2.0,41.0,1213.819,2.0,0.0,1.0,1
15579,3.0,51.0,283.4764,2.0,1.0,1.0,1
15589,3.0,3.6666666666666665,1381.8494,1.6666666666666667,0.3333333333333333,1.0,1
15595,3.5,135.0,841.9553000000001,3.0,0.0,1.5,2
15632,4.0,59.0,10096.6513,3.0,1.0,2.0,0
15633,2.5,68.5,91.7439,2.0,0.0,1.0,1
15652,2.0,35.0,1546.7501,2.0,2.5,1.0,1
15653,1.6666666666666667,35.333333333333336,523.4268000000001,3.0,0.0,1.6666666666666667,1
15672,2.757575757575758,79.06060606060606,1928.8387242424244,2.242424242424242,0.30303030303030304,1.2424242424242424,2
15676,4.0,65.0,901.9421,3.0,0.0,1.0,2
15680,2.75,4.0,836.877625,2.0,0.25,1.0,1
15692,4.0,9.0,3060.540466666667,1.6666666666666667,0.6666666666666666,1.0,1
15707,5.0,77.0,1400.0219,1.0,0.0,1.0,2
15714,3.6,50.8,1387.3732100000002,1.9,0.4,1.0,1
15717,2.8181818181818183,71.13636363636364,2071.241222727273,2.090909090909091,0.45454545454545453,1.1363636363636365,2
15721,4.0,76.0,2363.25565,2.25,1.0,1.0,2
15728,2.0,50.0,526.7144,2.0,0.0,1.0,1
15730,4.0,78.0,1555.4184,2.0,0.0,1.0,2
15748,1.5,21.5,307.1843,2.0,0.0,1.0,1
15791,1.0,16.0,4190.7657,2.0,4.0,2.0,1
15798,1.0,55.0,137.7127,2.0,0.0,1.0,1
15802,2.8,42.92,1089.775324,2.24,0.26,1.1,1
15807,2.0,9.0,216.7342,2.0,0.0,1.0,1
15826,6.0,234.0,664.2063,5.0,3.5,2.5,2
15881,1.0,27.0,2251.8047666666666,1.6666666666666667,1.3333333333333333,1.0,1
15895,4.4,73.0,5791.36552,2.0,0.4,1.0,0
15909,1.0,48.0,715.6431,2.0,3.0,1.0,1
15914,7.0,158.0,1463.533,4.0,0.0,2.0,2
15916,3.230769230769231,87.53846153846153,991.0678846153846,2.4615384615384617,0.38461538461538464,1.1538461538461537,2
15928,2.5,86.75,1507.8068999999998,2.0,0.25,1.0,2
15932,1.0,80.0,1517.425,2.0,0.0,1.0,2
15939,3.0,54.5,430.1934,2.0,0.5,1.0,1
16019,2.5277777777777777,54.19444444444444,1905.6277916666668,2.2222222222222223,0.4444444444444444,1.1388888888888888,2
16036,4.0,22.0,1342.90085,2.5,0.5,1.0,1
16056,3.0,94.66666666666667,509.3123666666667,1.6666666666666667,0.0,1.0,2
16066,2.25,19.0,1140.615275,2.25,0.0,1.25,1
16083,3.125,45.0625,1644.83798125,1.9375,0.3125,1.125,1
16084,2.903225806451613,61.516129032258064,1435.5929677419354,2.129032258064516,0.3548387096774194,1.1290322580645162,2
16114,2.4,33.0,2173.40088,1.8,0.0,1.0,1
16145,3.0,153.0,1098.7357,2.0,1.0,1.0,2
16148,3.0,6.0,486.851,2.0,0.0,1.0,1
16151,4.0,82.33333333333333,1112.4303,3.0,0.6666666666666666,1.0,2
16159,2.880952380952381,49.476190476190474,1018.5376047619048,1.8333333333333333,0.38095238095238093,1.0714285714285714,1
16164,5.666666666666667,159.33333333333334,5245.674866666667,2.6666666666666665,0.0,1.0,0
16174,4.0,45.0,974.4088,2.0,0.0,1.0,1
16180,4.25,65.25,1482.545825,1.75,0.0,1.25,2
16181,1.0,40.0,4105.4169999999995,2.0,0.0,1.0,0
16201,3.3125,41.625,1739.68075625,2.125,0.125,1.0625,1
16204,4.166666666666667,23.166666666666668,3159.991,1.8333333333333333,0.8333333333333334,1.0,1
16205,1.0,4.0,32.683,2.0,0.0,1.0,1
16210,2.0,62.0,583.0122,3.0,0.0,1.0,1
16213,2.46875,47.8125,1542.840328125,1.96875,0.53125,1.03125,1
16249,7.0,158.0,819.3074,3.0,0.0,2.0,2
16250,3.3529411764705883,79.94117647058823,2468.276076470588,2.411764705882353,0.35294117647058826,1.1764705882352942,2
16292,3.3870967741935485,38.96774193548387,1386.3363870967742,2.032258064516129,0.3225806451612903,1.096774193548387,1
16300,3.0,21.25,1792.429525,1.75,0.25,1.0,1
16306,4.1875,74.375,1797.4225875,1.8125,0.5625,1.125,2
16313,3.5,209.5,1357.93775,2.0,0.0,1.0,2
16339,1.3333333333333333,46.666666666666664,1729.6455999999998,2.0,0.0,1.6666666666666667,1
16343,3.5833333333333335,47.166666666666664,1494.6683,1.875,0.3333333333333333,1.0416666666666667,1
16344,2.0,1.0,485.0887,2.0,0.0,1.0,1
16353,3.810344827586207,91.70689655172414,2378.553594827586,2.189655172413793,0.3448275862068966,1.103448275862069,2
16360,2.9166666666666665,36.5,1218.1423583333333,2.0833333333333335,0.5,1.1666666666666667,1
16372,3.0,190.0,1198.5091,2.0,0.0,1.0,2
16374,12.0,68.0,1013.9447,2.0,2.0,1.0,2
16376,7.0,71.0,5059.4116,1.0,0.0,1.0,0
16379,2.75,61.75,704.9709250000001,1.75,0.5,1.25,1
16405,4.0,287.0,2449.7631,2.0,0.0,1.0,2
16411,2.5,45.083333333333336,1680.4311166666666,2.1666666666666665,0.25,1.6666666666666667,1
16427,2.0,22.0,177.3575,2.0,0.0,1.0,1
16429,3.0,102.0,460.1061,1.5,0.0,1.0,2
16458,3.0,75.4,1562.42546,1.8,1.0,1.0,2
16463,5.0,253.0,3765.352,4.0,0.0,1.0,0
16495,5.5,16.0,1375.95625,2.0,0.0,1.0,1
16518,2.4,57.8,2636.64272,1.8,0.4,1.0,2
16524,3.875,48.5,1891.3318,1.75,0.0,1.125,1
16542,2.0,17.0,227.9443,2.0,0.3333333333333333,1.0,1
16552,2.1666666666666665,10.0,342.52669999999995,1.6666666666666667,0.16666666666666666,1.0,1
16576,2.0,2.0,768.4542,2.0,0.0,1.0,1
16577,8.0,203.0,698.0994,2.0,2.0,2.0,2
16579,4.090909090909091,75.13636363636364,1395.646709090909,2.1818181818181817,0.3181818181818182,1.0909090909090908,2
16606,2.6,63.0,690.0379,2.0,0.6,1.0,1
16618,3.5,75.5,2541.4329666666667,2.0,0.25,1.0833333333333333,2
16628,3.0,77.0,9976.0107,3.0,0.0,1.0,0
16634,3.1616379310344827,47.90301724137931,2500.2218487068963,2.0797413793103448,0.5064655172413793,1.1702586206896552,2
16653,3.090909090909091,26.636363636363637,1554.706409090909,1.8181818181818181,0.0,1.0,1
16659,1.0,4.0,200.2963,4.0,0.0,1.0,1
16672,3.0,8.0,5925.0011,4.0,0.0,2.0,0
16700,3.727272727272727,38.72727272727273,1804.178931818182,1.8181818181818181,0.22727272727272727,1.0454545454545454,1
16707,4.0,18.4,1305.43102,1.6,0.0,1.0,1
16727,3.5,29.833333333333332,3514.75125,1.8333333333333333,0.5,1.0,2
16835,2.8181818181818183,60.63636363636363,3288.3371636363636,2.0,0.45454545454545453,1.0,2
16858,3.75,36.25,903.73015,1.75,0.25,1.0,1
16869,2.0,20.0,1512.954,1.0,0.0,1.0,1
16871,1.0,1.0,5789.6254,1.0,0.0,1.0,0
16876,3.192982456140351,50.3859649122807,1371.0030385964913,2.0526315789473686,0.42105263157894735,1.105263157894737,1
16878,2.8260869565217392,49.391304347826086,1039.7760478260868,2.347826086956522,0.34782608695652173,1.2173913043478262,1
16889,1.8888888888888888,63.333333333333336,1899.5632111111113,2.2222222222222223,0.2222222222222222,1.0,2
16896,1.0,1.0,446.3319,2.0,1.0,1.0,1
16918,1.0,3.0,982.3524,1.0,0.0,1.0,1
16923,2.0,20.857142857142858,1141.4016857142856,2.4285714285714284,0.14285714285714285,1.1428571428571428,1
16926,2.3333333333333335,6.333333333333333,442.10633333333334,2.0,0.3333333333333333,1.0,1
